index,tvBench_id,db_id,question,source,gold,pred
980,774,cre_Doc_Tracking_DB,How many documents in different ending date ? Return a line chart binning ending date by year interval .,<N> How many documents in different ending date ? Return a line chart binning ending date by year interval . </N> <C> mark [T] data document_locations encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> document_locations <COL> location_code </COL> <VAL> b n </VAL> </D>,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to transform bin x by year,mark line data document_locations encoding x date_in_locaton_to y aggregate count date_in_locaton_to color location_code transform bin x by year
984,3025@y_name@ASC,tracking_software_problems,"Find all the ids and dates of the logs for the problem whose id is 10 Plot them as bar chart , display from low to high by the total number .","<N> Find all the ids and dates of the logs for the problem whose id is 10 Plot them as bar chart , display from low to high by the total number . </N> <C> mark [T] data problem_log encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> problem_log <COL> log_entry_fix other_log_details log_entry_description </COL> <VAL> t o a b f d s i y e w </VAL> </D>",mark bar data problem_log encoding x log_entry_date y aggregate none problem_log_id transform filter problem_id = 10 sort y asc,mark bar data problem_log encoding x log_entry_description y aggregate count log_entry_description transform group x sort y asc
988,627@y_name@ASC,college_2,"What are the names and average salaries for departments with average salary higher than 42000 Plot them as bar chart , list in asc by the Y-axis .","<N> What are the names and average salaries for departments with average salary higher than 42000 Plot them as bar chart , list in asc by the Y-axis . </N> <C> mark [T] data instructor encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> instructor <COL> salary id name </COL> <VAL> Yin Kean Dale </VAL> </D>",mark bar data instructor encoding x dept_name y aggregate mean salary transform group x sort y asc,mark bar data instructor encoding x dept_name y aggregate mean salary transform filter instructor > 85 sort y asc bin x by weekday
990,1974,inn_1,How many rooms have king beds ? Report the number for each decor type .,<N> How many rooms have king beds ? Report the number for each decor type . </N> <C> mark [T] data rooms encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> rooms <COL> beds decor roomid bedtype </COL> <VAL> King </VAL> </D>,"mark arc data rooms encoding x decor y aggregate count decor transform filter bedtype = ""king"" group x","mark bar data rooms encoding x decor y aggregate count decor transform filter bedtype = ""king"" group x"
1000,2160,machine_repair,"What are the names of the technicians by ascending order of age , and count them by a bar chart","<N> What are the names of the technicians by ascending order of age , and count them by a bar chart </N> <C> mark [T] data technician encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> technician <COL> age name team </COL> <VAL> </VAL> </D>",mark bar data technician encoding x name y aggregate count name transform group x sort age asc,mark bar data technician encoding x team y aggregate count team transform group x sort y asc
1010,3269@x_name@DESC,world_1,"Return a bar chart showing average life expectancy of each continent where the average life expectancy is shorter than 72 , and display in descending by the X-axis .","<N> Return a bar chart showing average life expectancy of each continent where the average life expectancy is shorter than 72 , and display in descending by the X-axis . </N> <C> mark [T] data country encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> country <COL> continent lifeexpectancy name localname </COL> <VAL> Niue Iran Ghana Chad Oman Misr Sverige </VAL> </D>",mark bar data country encoding x continent y aggregate mean lifeexpectancy transform group x sort x desc,mark bar data country encoding x governmentform y aggregate mean lifeexpectancy transform group continent
1012,405,candidate_poll,What is the averag weights for people of each sex ? Show a bar chart .,<N> What is the averag weights for people of each sex ? Show a bar chart . </N> <C> mark [T] data people encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> people <COL> sex weight height </COL> <VAL> </VAL> </D>,mark bar data people encoding x sex y aggregate mean weight transform group x,mark bar data people encoding x sex y aggregate none weight
1014,1151,document_management,"What are the different role codes for users , and how many users have each .","<N> What are the different role codes for users , and how many users have each . </N> <C> mark [T] data users encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> users <COL> role_code </COL> <VAL> </VAL> </D>",mark arc data users encoding x role_code y aggregate count role_code transform group x,mark bar data users encoding x role_code y aggregate count role_code transform group x
1016,80,apartment_rentals,"What are the number of dates of birth of all the guests whose gender is ""Male"" ?","<N> What are the number of dates of birth of all the guests whose gender is ""Male"" ? </N> <C> mark [T] data guests encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> guests <COL> gender_code guest_first_name </COL> <VAL> Male Gabe </VAL> </D>","mark line data guests encoding x date_of_birth y aggregate count date_of_birth transform filter gender_code = ""male"" bin x by year",mark bar data guests encoding x gender_code y aggregate count gender_code transform filter gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code = gender_code
1018,11@y_name@DESC,activity_1,"Show all the ranks and the number of male and female faculty for each rank in a bar chart , I want to show in desc by the the total number .","<N> Show all the ranks and the number of male and female faculty for each rank in a bar chart , I want to show in desc by the the total number . </N> <C> mark [T] data faculty encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> faculty <COL> rank lname fname </COL> <VAL> Hall Frank Beach Mark Rao Pang Paul Fill Han Yair </VAL> </D>",mark bar data faculty encoding x rank y aggregate count rank color sex transform group x sort y desc,mark bar data faculty encoding x rank y aggregate count rank transform group x sort y desc
1020,2066@y_name@ASC,loan_1,"Find the name and account balance of the customer whose name includes the letter ‘a’ Visualize them using a bar chart , and order by the y-axis in ascending please .","<N> Find the name and account balance of the customer whose name includes the letter ‘a’ Visualize them using a bar chart , and order by the y-axis in ascending please . </N> <C> mark [T] data customer encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> customer <COL> cust_name </COL> <VAL> Mary </VAL> </D>",mark bar data customer encoding x cust_name y aggregate none acc_bal transform filter cust_name like '%a%' sort y asc,mark bar data customer encoding x acc_type y aggregate count acc_type transform filter credit_score < 50 group x sort y asc
1030,1361,employee_hire_evaluation,"For the average of Employee_ID , Start_from , visualize the trend .","<N> For the average of Employee_ID , Start_from , visualize the trend . </N> <C> mark [T] data hiring encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> hiring <COL> employee_id start_from </COL> <VAL> </VAL> </D>",mark line data hiring encoding x start_from y aggregate mean employee_id transform bin x by year,mark line data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform bin x by year
1054,627@x_name@DESC,college_2,"Display a bar chart for what are the names and average salaries for departments with average salary higher than 42000 ? , list x axis in descending order .","<N> Display a bar chart for what are the names and average salaries for departments with average salary higher than 42000 ? , list x axis in descending order . </N> <C> mark [T] data instructor encoding x [X] y aggregate [AggFunction] [Y] color [Z] transform filter [F] group [G] bin [B] sort [S] topk [K] </C> <D> instructor <COL> salary id name </COL> <VAL> Yin Kean Dale </VAL> </D>",mark bar data instructor encoding x dept_name y aggregate mean salary transform group x sort x desc,"mark bar data instructor encoding x dept_name y aggregate mean salary transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort x desc"
